ID,0
1,0
2,0
3,0
4,2
5,2
6,2
7,2
8,0
9,2
10,2
11,2
12,1
13,2
14,2
15,2
16,2
17,2
18,2
19,1
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
29,2
30,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,0
41,2
42,2
43,2
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,2
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,2
65,0
66,2
67,0
68,0
69,0
70,0
71,2
72,0
73,0
74,0
75,0
76,2
77,2
78,0
79,0
80,0
81,0
82,0
83,0
84,2
85,0
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,0
112,0
113,0
114,0
115,0
116,2
117,2
118,0
119,2
120,0
121,0
122,2
123,0
124,0
125,0
126,0
127,0
128,0
129,2
130,0
131,2
132,0
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
147,2
148,2
149,2
150,1
151,1
152,2
153,2
154,1
155,1
156,1
157,2
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,2
201,2
202,2
203,2
204,2
205,0
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,1
221,1
222,2
223,1
224,1
225,1
226,2
227,1
228,2
229,1
230,2
231,2
232,2
233,1
234,1
235,1
236,2
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,2
245,2
246,2
247,0
248,2
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,1
282,2
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,2
295,2
296,2
297,2
298,2
299,1
300,1
301,2
302,2
303,2
304,2
305,2
306,2
307,2
308,2
309,2
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,2
319,2
320,2
321,1
322,1
323,1
324,1
325,2
326,2
327,2
328,2
329,1
330,2
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
354,1
355,1
356,1
357,1
